user_id,item_id,item_name,category,rating,review_text,timestamp
520,223,Balo B913,Balo,1,"Chất lượng kém, độ bền không như mô tả, kết nối không ổn định.",2025-07-05 14:12:00
857,341,Bàn phím K1241,Bàn phím,2,"Giá chưa tương xứng, độ nảy dưới kỳ vọng.",2024-01-29 07:38:00
835,29,Bàn phím K1229,Bàn phím,2,"Tạm ổn nhưng hành trình phím yếu, màu sắc không đúng mô tả.",2024-01-16 20:17:00
599,281,Áo thun Q711,Quần áo,3,"Dùng được, chất vải tạm được, hướng dẫn sử dụng khó hiểu.",2024-08-05 11:38:00
395,16,Áo thun Q716,Quần áo,5,"Đáng tiền, đường may cực kỳ tốt, dễ sử dụng!",2025-02-13 19:35:00
803,272,Tai nghe A462,Tai nghe,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ thoải mái tệ.",2024-02-23 13:01:00
404,290,Tai nghe A410,Tai nghe,4,"Trải nghiệm tốt, chống ồn đáp ứng nhu cầu.",2024-06-08 18:30:00
279,177,Chuột M1337,Chuột,4,"Hài lòng, độ nhạy tốt, bảo hành rõ ràng.",2024-04-04 01:21:00
558,10,Màn hình M1110,Màn hình,2,"Chưa hài lòng, độ chuẩn màu bình thường, đường may lỗi.",2025-01-27 23:52:00
362,73,Máy in P1513,Máy in,2,"Chưa hài lòng, chất lượng bản in bình thường, độ bền kém.",2024-04-14 04:26:00
602,31,Áo thun Q731,Quần áo,5,"Rất ưng ý, đường may xuất sắc, giá hợp lý!",2024-12-04 11:37:00
755,187,Đồng hồ S537,Đồng hồ thông minh,4,"Đáng mua, pin mượt, giao hàng nhanh.",2024-08-30 13:12:00
986,355,Tai nghe A405,Tai nghe,1,"Trải nghiệm tệ, độ thoải mái kém; sản phẩm không đáng tiền.",2025-05-17 07:20:00
484,234,Máy in P1524,Máy in,1,"Dùng 1 thời gian ngắn đã gặp lỗi, tốc độ in tệ.",2024-04-23 01:42:00
347,462,Bàn phím K1242,Bàn phím,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ ồn tệ.",2025-06-13 06:53:00
41,240,Laptop L200 Ultra,Laptop,3,"Ổn trong tầm giá, tản nhiệt vừa phải.",2025-05-19 09:44:00
833,14,Laptop L214 Ultra,Laptop,2,"Sản phẩm có điểm cộng nhỏ, nhưng độ bền kém.",2025-02-12 16:15:00
868,488,Máy in P1508,Máy in,2,"Sản phẩm có điểm cộng nhỏ, nhưng màu sắc không đúng mô tả.",2024-04-27 10:44:00
607,361,Tablet T301,Máy tính bảng,3,"Dùng được, màn hình tạm được, giá hơi cao.",2024-03-18 17:50:00
834,80,Điện thoại X180 Pro,Điện thoại,4,"Trải nghiệm tốt, pin đáp ứng nhu cầu.",2025-01-23 02:29:00
803,196,Balo B956,Balo,4,"Đáng mua, chất liệu mượt, phụ kiện đầy đủ.",2025-07-02 09:13:00
856,153,Tai nghe A413,Tai nghe,1,"Rất thất vọng: chống ồn cực kỳ yếu, máy nóng.",2024-12-18 22:22:00
607,239,Điện thoại X159 Pro,Điện thoại,2,"Giá chưa tương xứng, sạc nhanh dưới kỳ vọng.",2024-02-23 20:51:00
843,498,Router R1418,Router,3,"Ổn trong tầm giá, vùng phủ vừa phải.",2024-04-25 17:55:00
137,405,Bàn phím K1245,Bàn phím,3,"Không nổi bật, hành trình phím bình thường, dễ sử dụng.",2025-08-24 01:33:00
241,361,Tablet T301,Máy tính bảng,2,"Chưa hài lòng, màn hình bình thường, đường may lỗi.",2024-12-31 10:12:00
224,410,Giày G810,Giày,3,"Mức trung bình, êm ái ổn, giá hợp lý nhưng hướng dẫn sử dụng khó hiểu.",2025-07-23 17:05:00
318,3,Bàn phím K1203,Bàn phím,5,"Đáng tiền, độ nảy cực kỳ tốt, giá hợp lý!",2025-06-16 17:26:00
10,47,Tai nghe A447,Tai nghe,3,"Ổn trong tầm giá, âm bass vừa phải.",2024-10-18 23:42:00
776,486,Đồng hồ S536,Đồng hồ thông minh,2,"Giá chưa tương xứng, độ chính xác dưới kỳ vọng.",2025-01-11 02:22:00
818,300,Điện thoại X130 Pro,Điện thoại,4,"Trải nghiệm tốt, pin đáp ứng nhu cầu.",2024-05-10 06:44:00
713,216,Máy in P1506,Máy in,2,"Tạm ổn nhưng tốc độ in yếu, size không chuẩn.",2024-08-01 06:53:00
616,294,Điện thoại X124 Pro,Điện thoại,2,"Tạm ổn nhưng sạc nhanh yếu, kết nối không ổn định.",2025-09-06 10:03:00
239,101,Đồng hồ S501,Đồng hồ thông minh,1,"Dùng 1 thời gian ngắn đã gặp lỗi, theo dõi sức khỏe tệ.",2025-05-28 15:07:00
764,21,Tai nghe A421,Tai nghe,3,"Dùng được, kết nối Bluetooth tạm được, giá hơi cao.",2025-08-25 00:16:00
760,216,Máy in P1506,Máy in,1,"Dùng 1 thời gian ngắn đã gặp lỗi, tốc độ in tệ.",2025-03-06 23:36:00
369,363,Giày G843,Giày,5,"Không có gì để chê, êm ái hoàn hảo!",2025-09-26 22:17:00
880,93,Màn hình M1143,Màn hình,5,"Không có gì để chê, độ phân giải hoàn hảo!",2025-06-13 04:05:00
600,71,Màn hình M1121,Màn hình,5,"Đáng tiền, độ phân giải cực kỳ tốt, giao hàng nhanh!",2024-05-12 17:34:00
920,405,Bàn phím K1245,Bàn phím,5,"Rất ưng ý, độ ồn xuất sắc, giá hợp lý!",2025-04-14 14:23:00
738,358,Giày G838,Giày,5,"Rất ưng ý, êm ái xuất sắc, dịch vụ hỗ trợ tốt!",2025-02-07 10:05:00
592,238,Giày G878,Giày,5,"Không có gì để chê, độ bền hoàn hảo!",2024-08-08 10:33:00
613,197,Chuột M1357,Chuột,3,"Không nổi bật, cầm nắm bình thường, đóng gói cẩn thận.",2025-03-28 05:31:00
731,316,Giày G876,Giày,1,"Rất thất vọng: độ bám cực kỳ yếu, pin tụt nhanh.",2025-02-19 14:45:00
499,397,Đồng hồ S547,Đồng hồ thông minh,4,"Trải nghiệm tốt, pin đáp ứng nhu cầu.",2024-08-16 14:34:00
942,30,Balo B930,Balo,4,"Chất lượng ổn định, chất liệu đáng khen, giá hợp lý.",2024-05-16 10:06:00
479,127,Điện thoại X137 Pro,Điện thoại,3,"Ổn trong tầm giá, sạc nhanh vừa phải.",2024-12-08 03:27:00
61,294,Điện thoại X124 Pro,Điện thoại,4,"Hài lòng, sạc nhanh tốt, giao hàng nhanh.",2025-03-13 05:50:00
812,58,Đồng hồ S508,Đồng hồ thông minh,1,"Trải nghiệm tệ, độ chính xác kém; sản phẩm không đáng tiền.",2024-05-11 16:30:00
813,472,Máy ảnh C632,Máy ảnh,3,"Dùng được, lấy nét tạm được, đóng gói sơ sài.",2025-03-13 09:28:00
465,34,Sách S1034,Sách,3,"Dùng được, giấy in tạm được, đóng gói sơ sài.",2024-05-16 22:35:00
882,277,Bàn phím K1237,Bàn phím,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ ồn tệ.",2025-04-11 20:48:00
668,290,Tai nghe A410,Tai nghe,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ thoải mái tệ.",2025-09-05 10:49:00
774,266,Tablet T326,Máy tính bảng,4,"Hài lòng, đa nhiệm tốt, dịch vụ hỗ trợ tốt.",2024-01-28 19:29:00
548,347,Điện thoại X177 Pro,Điện thoại,1,"Rất thất vọng: sạc nhanh cực kỳ yếu, độ bền kém.",2024-06-06 00:06:00
107,440,Router R1400,Router,4,"Hài lòng, tốc độ tốt, dễ sử dụng.",2024-06-14 02:25:00
383,237,Máy ảnh C637,Máy ảnh,2,"Sản phẩm có điểm cộng nhỏ, nhưng máy nóng.",2024-04-25 02:27:00
75,128,Tai nghe A458,Tai nghe,3,"Ổn trong tầm giá, độ thoải mái vừa phải.",2024-04-21 00:34:00
314,278,Tai nghe A468,Tai nghe,1,"Rất thất vọng: độ thoải mái cực kỳ yếu, hay giật lag.",2025-07-18 12:38:00
376,5,Tai nghe A405,Tai nghe,5,"Đáng tiền, độ thoải mái cực kỳ tốt, thiết kế đẹp!",2024-12-30 20:56:00
876,194,Màn hình M1144,Màn hình,2,"Chưa hài lòng, độ chuẩn màu bình thường, size không chuẩn.",2024-04-15 19:28:00
384,11,Bàn phím K1211,Bàn phím,3,"Mức trung bình, hành trình phím ổn, dễ sử dụng nhưng giá hơi cao.",2024-02-11 04:22:00
503,206,Giày G846,Giày,3,"Dùng được, êm ái tạm được, bị trầy nhẹ khi nhận.",2024-01-28 04:45:00
584,4,Đồng hồ S504,Đồng hồ thông minh,2,"Tạm ổn nhưng độ chính xác yếu, size không chuẩn.",2025-06-01 05:19:00
109,104,Màn hình M1104,Màn hình,5,"Rất ưng ý, độ sáng xuất sắc, bảo hành rõ ràng!",2025-09-26 01:45:00
995,400,Chuột M1350,Chuột,4,"Hài lòng, độ nhạy tốt, thiết kế đẹp.",2025-03-02 18:05:00
619,106,Laptop L226 Ultra,Laptop,3,"Không nổi bật, màn hình bình thường, thiết kế đẹp.",2024-01-08 19:54:00
975,209,Máy in P1529,Máy in,3,"Ổn trong tầm giá, chi phí mực vừa phải.",2025-09-04 02:40:00
343,134,Đồng hồ S534,Đồng hồ thông minh,1,"Trải nghiệm tệ, độ chính xác kém; sản phẩm không đáng tiền.",2025-08-15 11:57:00
732,152,Tablet T332,Máy tính bảng,2,"Giá chưa tương xứng, màn hình dưới kỳ vọng.",2024-02-23 06:36:00
957,432,Balo B912,Balo,4,"Hài lòng, chất liệu tốt, thiết kế đẹp.",2024-02-19 08:24:00
505,139,Máy in P1519,Máy in,1,"Trải nghiệm tệ, chi phí mực kém; sản phẩm không đáng tiền.",2024-09-05 18:03:00
461,465,Đồng hồ S515,Đồng hồ thông minh,2,"Sản phẩm có điểm cộng nhỏ, nhưng pin tụt nhanh.",2024-07-23 08:50:00
854,216,Máy in P1506,Máy in,3,"Không nổi bật, chi phí mực bình thường, thiết kế đẹp.",2024-03-30 18:50:00
214,357,Balo B907,Balo,3,"Không nổi bật, độ bền bình thường, dễ sử dụng.",2024-02-29 14:11:00
612,55,Router R1415,Router,1,"Rất thất vọng: độ ổn định cực kỳ yếu, màu sắc không đúng mô tả.",2025-09-29 13:53:00
765,439,Màn hình M1139,Màn hình,5,"Đáng tiền, độ chuẩn màu cực kỳ tốt, giá hợp lý!",2024-07-25 15:12:00
654,70,Router R1430,Router,5,"Không có gì để chê, độ ổn định hoàn hảo!",2025-05-11 14:49:00
881,110,Balo B940,Balo,2,"Giá chưa tương xứng, chất liệu dưới kỳ vọng.",2025-06-02 21:14:00
822,22,Balo B922,Balo,1,"Trải nghiệm tệ, ngăn chứa kém; sản phẩm không đáng tiền.",2024-07-24 00:13:00
23,151,Đồng hồ S501,Đồng hồ thông minh,4,"Đáng mua, theo dõi sức khỏe mượt, giá hợp lý.",2024-11-23 02:53:00
692,40,Chuột M1340,Chuột,3,"Không nổi bật, kết nối bình thường, giá hợp lý.",2025-08-29 13:52:00
244,427,Máy in P1507,Máy in,4,"Trải nghiệm tốt, tốc độ in đáp ứng nhu cầu.",2025-08-31 07:59:00
431,25,Balo B925,Balo,2,"Tạm ổn nhưng độ bền yếu, kết nối không ổn định.",2024-03-02 06:13:00
976,314,Đồng hồ S514,Đồng hồ thông minh,3,"Dùng được, theo dõi sức khỏe tạm được, giao hàng chậm.",2025-01-26 01:24:00
775,80,Điện thoại X180 Pro,Điện thoại,4,"Hài lòng, sạc nhanh tốt, phụ kiện đầy đủ.",2024-10-24 11:44:00
836,212,Balo B902,Balo,1,"Chất lượng kém, độ bền không như mô tả, pin tụt nhanh.",2025-02-22 08:29:00
341,304,Điện thoại X134 Pro,Điện thoại,4,"Đáng mua, sạc nhanh mượt, dễ sử dụng.",2025-07-26 16:14:00
611,303,Màn hình M1103,Màn hình,2,"Giá chưa tương xứng, độ chuẩn màu dưới kỳ vọng.",2024-04-30 01:32:00
334,136,Tai nghe A466,Tai nghe,4,"Chất lượng ổn định, độ thoải mái đáng khen, dịch vụ hỗ trợ tốt.",2024-10-23 02:15:00
555,475,Máy in P1525,Máy in,5,"Rất ưng ý, tốc độ in xuất sắc, giao hàng nhanh!",2025-05-16 16:28:00
335,144,Giày G864,Giày,4,"Đáng mua, độ bám mượt, dễ sử dụng.",2024-04-24 18:39:00
114,72,Sách S1072,Sách,5,"Đáng tiền, biên tập cực kỳ tốt, phụ kiện đầy đủ!",2025-09-05 04:05:00
728,33,Giày G833,Giày,3,"Không nổi bật, êm ái bình thường, thiết kế đẹp.",2025-04-13 04:41:00
962,294,Điện thoại X124 Pro,Điện thoại,4,"Hài lòng, pin tốt, dễ sử dụng.",2024-02-26 06:45:00
124,100,Màn hình M1100,Màn hình,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ phân giải tệ.",2024-06-10 04:43:00
639,285,Giày G845,Giày,4,"Trải nghiệm tốt, êm ái đáp ứng nhu cầu.",2024-02-08 04:58:00
855,102,Bàn phím K1242,Bàn phím,4,"Hài lòng, độ ồn tốt, dễ sử dụng.",2025-09-12 15:20:00
69,317,Tai nghe A437,Tai nghe,5,"Không có gì để chê, độ thoải mái hoàn hảo!",2024-12-06 09:46:00
459,284,Máy ảnh C604,Máy ảnh,2,"Chưa hài lòng, lấy nét bình thường, độ bền kém.",2025-04-18 11:22:00
670,237,Máy ảnh C637,Máy ảnh,2,"Sản phẩm có điểm cộng nhỏ, nhưng độ bền kém.",2024-07-06 23:23:00
646,231,Chuột M1321,Chuột,3,"Dùng được, kết nối tạm được, hướng dẫn sử dụng khó hiểu.",2024-02-22 17:29:00
831,239,Điện thoại X159 Pro,Điện thoại,2,"Tạm ổn nhưng camera yếu, size không chuẩn.",2024-09-13 13:54:00
704,233,Balo B923,Balo,1,"Rất thất vọng: chất liệu cực kỳ yếu, độ bền kém.",2025-06-01 17:11:00
50,295,Sách S1095,Sách,1,"Chất lượng kém, biên tập không như mô tả, size không chuẩn.",2025-04-21 15:35:00
377,415,Điện thoại X155 Pro,Điện thoại,3,"Ổn trong tầm giá, camera vừa phải.",2024-02-06 03:34:00
29,71,Màn hình M1121,Màn hình,2,"Sản phẩm có điểm cộng nhỏ, nhưng size không chuẩn.",2024-04-27 07:20:00
594,431,Điện thoại X171 Pro,Điện thoại,4,"Đáng mua, camera mượt, đóng gói cẩn thận.",2025-09-21 20:54:00
65,265,Balo B955,Balo,4,"Chất lượng ổn định, ngăn chứa đáng khen, giá hợp lý.",2025-03-29 00:47:00
72,64,Laptop L264 Ultra,Laptop,2,"Giá chưa tương xứng, bàn phím dưới kỳ vọng.",2025-05-04 06:19:00
236,445,Sách S1045,Sách,5,"Đáng tiền, giấy in cực kỳ tốt, dễ sử dụng!",2024-03-09 01:39:00
481,185,Giày G825,Giày,5,"Tuyệt vời, êm ái vượt kỳ vọng, bảo hành rõ ràng!",2024-12-17 19:12:00
175,429,Balo B909,Balo,2,"Sản phẩm có điểm cộng nhỏ, nhưng màu sắc không đúng mô tả.",2025-04-12 14:37:00
711,73,Máy in P1513,Máy in,1,"Chất lượng kém, tốc độ in không như mô tả, pin tụt nhanh.",2024-06-13 10:05:00
207,456,Balo B936,Balo,4,"Đáng mua, độ bền mượt, bảo hành rõ ràng.",2024-10-08 02:17:00
49,100,Màn hình M1100,Màn hình,4,"Chất lượng ổn định, độ sáng đáng khen, bảo hành rõ ràng.",2024-11-26 00:56:00
971,3,Bàn phím K1203,Bàn phím,5,"Không có gì để chê, độ nảy hoàn hảo!",2024-12-21 15:03:00
569,341,Bàn phím K1241,Bàn phím,5,"Tuyệt vời, độ nảy vượt kỳ vọng, dịch vụ hỗ trợ tốt!",2024-12-26 17:26:00
440,133,Áo thun Q743,Quần áo,5,"Không có gì để chê, chất vải hoàn hảo!",2024-10-06 06:13:00
843,398,Máy in P1508,Máy in,3,"Mức trung bình, tốc độ in ổn, đóng gói cẩn thận nhưng giao hàng chậm.",2025-03-27 08:31:00
718,485,Balo B965,Balo,3,"Không nổi bật, độ bền bình thường, thiết kế đẹp.",2025-09-30 00:16:00
187,80,Điện thoại X180 Pro,Điện thoại,5,"Rất ưng ý, sạc nhanh xuất sắc, đóng gói cẩn thận!",2025-08-13 12:09:00
563,53,Laptop L253 Ultra,Laptop,1,"Dùng 1 thời gian ngắn đã gặp lỗi, hiệu năng tệ.",2025-08-31 07:07:00
926,367,Laptop L247 Ultra,Laptop,3,"Không nổi bật, màn hình bình thường, dịch vụ hỗ trợ tốt.",2024-10-08 05:08:00
223,49,Máy ảnh C609,Máy ảnh,1,"Rất thất vọng: lấy nét cực kỳ yếu, size không chuẩn.",2024-07-30 13:00:00
965,442,Áo thun Q782,Quần áo,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2024-08-23 05:23:00
938,356,Tai nghe A406,Tai nghe,2,"Chưa hài lòng, chống ồn bình thường, đường may lỗi.",2025-07-11 09:21:00
215,148,Màn hình M1148,Màn hình,1,"Rất thất vọng: độ phân giải cực kỳ yếu, máy nóng.",2024-12-16 00:35:00
915,41,Tablet T341,Máy tính bảng,2,"Tạm ổn nhưng bút cảm ứng yếu, pin tụt nhanh.",2025-05-17 04:48:00
741,478,Giày G878,Giày,1,"Rất thất vọng: êm ái cực kỳ yếu, size không chuẩn.",2024-05-21 12:03:00
470,294,Điện thoại X124 Pro,Điện thoại,5,"Đáng tiền, hiệu năng cực kỳ tốt, dễ sử dụng!",2024-03-18 10:54:00
766,202,Laptop L242 Ultra,Laptop,4,"Đáng mua, màn hình mượt, dễ sử dụng.",2025-07-10 07:46:00
761,321,Máy in P1521,Máy in,2,"Tạm ổn nhưng chi phí mực yếu, độ bền kém.",2025-05-07 04:16:00
844,266,Tablet T326,Máy tính bảng,3,"Ổn trong tầm giá, màn hình vừa phải.",2024-11-29 05:50:00
572,483,Balo B963,Balo,1,"Dùng 1 thời gian ngắn đã gặp lỗi, chất liệu tệ.",2025-02-17 10:53:00
755,447,Sách S1047,Sách,5,"Rất ưng ý, giấy in xuất sắc, bảo hành rõ ràng!",2025-08-27 15:36:00
111,142,Tai nghe A402,Tai nghe,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2024-12-03 23:33:00
118,67,Laptop L267 Ultra,Laptop,4,"Chất lượng ổn định, bàn phím đáng khen, giá hợp lý.",2024-01-23 19:33:00
626,294,Điện thoại X124 Pro,Điện thoại,5,"Tuyệt vời, camera vượt kỳ vọng, bảo hành rõ ràng!",2024-10-06 16:06:00
463,104,Màn hình M1104,Màn hình,3,"Dùng được, độ chuẩn màu tạm được, giao hàng chậm.",2024-07-26 15:55:00
754,467,Tablet T347,Máy tính bảng,1,"Dùng 1 thời gian ngắn đã gặp lỗi, màn hình tệ.",2024-10-20 06:02:00
833,332,Laptop L212 Ultra,Laptop,4,"Đáng mua, hiệu năng mượt, đóng gói cẩn thận.",2024-04-08 01:01:00
467,480,Sách S1080,Sách,3,"Không nổi bật, nội dung bình thường, thiết kế đẹp.",2025-02-19 16:37:00
675,161,Máy in P1511,Máy in,5,"Tuyệt vời, chất lượng bản in vượt kỳ vọng, phụ kiện đầy đủ!",2025-02-18 16:05:00
148,57,Sách S1057,Sách,1,"Dùng 1 thời gian ngắn đã gặp lỗi, biên tập tệ.",2024-03-07 21:45:00
149,157,Đồng hồ S507,Đồng hồ thông minh,5,"Không có gì để chê, độ chính xác hoàn hảo!",2024-03-28 12:35:00
499,252,Laptop L212 Ultra,Laptop,3,"Dùng được, hiệu năng tạm được, đóng gói sơ sài.",2024-12-16 22:17:00
821,301,Laptop L261 Ultra,Laptop,5,"Tuyệt vời, màn hình vượt kỳ vọng, dịch vụ hỗ trợ tốt!",2025-08-06 15:37:00
983,30,Balo B930,Balo,3,"Ổn trong tầm giá, độ bền vừa phải.",2024-02-28 07:14:00
710,179,Áo thun Q789,Quần áo,2,"Sản phẩm có điểm cộng nhỏ, nhưng kết nối không ổn định.",2025-09-26 13:43:00
407,487,Tablet T307,Máy tính bảng,4,"Trải nghiệm tốt, bút cảm ứng đáp ứng nhu cầu.",2024-02-20 06:15:00
920,434,Router R1434,Router,1,"Dùng 1 thời gian ngắn đã gặp lỗi, vùng phủ tệ.",2025-08-25 06:05:00
830,52,Áo thun Q752,Quần áo,1,"Rất thất vọng: form dáng cực kỳ yếu, kết nối không ổn định.",2025-02-04 16:34:00
529,340,Router R1420,Router,1,"Rất thất vọng: độ ổn định cực kỳ yếu, kết nối không ổn định.",2024-05-19 01:58:00
417,349,Bàn phím K1249,Bàn phím,1,"Rất thất vọng: độ nảy cực kỳ yếu, hay giật lag.",2024-10-06 01:13:00
409,134,Đồng hồ S534,Đồng hồ thông minh,1,"Chất lượng kém, mặt đồng hồ không như mô tả, hay giật lag.",2025-06-08 14:50:00
469,281,Áo thun Q711,Quần áo,3,"Dùng được, chất vải tạm được, giá hơi cao.",2025-06-03 22:23:00
12,269,Router R1429,Router,4,"Trải nghiệm tốt, độ ổn định đáp ứng nhu cầu.",2024-06-25 19:04:00
897,167,Balo B927,Balo,3,"Mức trung bình, chất liệu ổn, giao hàng nhanh nhưng hướng dẫn sử dụng khó hiểu.",2025-05-16 09:08:00
295,164,Máy ảnh C604,Máy ảnh,4,"Đáng mua, lấy nét mượt, dễ sử dụng.",2025-05-15 21:19:00
208,398,Máy in P1508,Máy in,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2024-09-29 19:45:00
883,196,Balo B956,Balo,4,"Chất lượng ổn định, độ bền đáng khen, giá hợp lý.",2024-08-26 08:53:00
57,196,Balo B956,Balo,2,"Chưa hài lòng, ngăn chứa bình thường, đường may lỗi.",2025-07-16 19:53:00
943,24,Điện thoại X124 Pro,Điện thoại,3,"Mức trung bình, màn hình ổn, dịch vụ hỗ trợ tốt nhưng bị trầy nhẹ khi nhận.",2024-06-22 16:27:00
630,239,Điện thoại X159 Pro,Điện thoại,5,"Tuyệt vời, hiệu năng vượt kỳ vọng, giá hợp lý!",2024-03-21 10:14:00
513,354,Tai nghe A404,Tai nghe,2,"Chưa hài lòng, chống ồn bình thường, pin tụt nhanh.",2025-09-01 01:01:00
196,349,Bàn phím K1249,Bàn phím,1,"Chất lượng kém, độ ồn không như mô tả, kết nối không ổn định.",2025-05-30 05:46:00
211,181,Laptop L221 Ultra,Laptop,5,"Đáng tiền, bàn phím cực kỳ tốt, giao hàng nhanh!",2025-07-25 15:51:00
90,481,Laptop L201 Ultra,Laptop,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2024-08-27 22:39:00
924,150,Tablet T330,Máy tính bảng,4,"Đáng mua, bút cảm ứng mượt, giá hợp lý.",2024-04-08 12:38:00
962,82,Tai nghe A412,Tai nghe,2,"Giá chưa tương xứng, kết nối Bluetooth dưới kỳ vọng.",2024-12-31 18:48:00
130,346,Laptop L226 Ultra,Laptop,2,"Giá chưa tương xứng, tản nhiệt dưới kỳ vọng.",2025-04-10 20:52:00
513,362,Đồng hồ S512,Đồng hồ thông minh,3,"Không nổi bật, độ chính xác bình thường, thiết kế đẹp.",2024-07-22 19:49:00
30,256,Router R1416,Router,5,"Tuyệt vời, vùng phủ vượt kỳ vọng, dịch vụ hỗ trợ tốt!",2025-06-14 19:51:00
847,316,Giày G876,Giày,2,"Sản phẩm có điểm cộng nhỏ, nhưng hay giật lag.",2025-07-19 15:49:00
245,395,Điện thoại X135 Pro,Điện thoại,4,"Chất lượng ổn định, camera đáng khen, phụ kiện đầy đủ.",2025-05-11 14:54:00
220,357,Balo B907,Balo,2,"Chưa hài lòng, ngăn chứa bình thường, màu sắc không đúng mô tả.",2024-06-03 14:56:00
932,252,Laptop L212 Ultra,Laptop,3,"Mức trung bình, màn hình ổn, thiết kế đẹp nhưng bị trầy nhẹ khi nhận.",2025-03-04 18:29:00
552,347,Điện thoại X177 Pro,Điện thoại,1,"Trải nghiệm tệ, pin kém; sản phẩm không đáng tiền.",2024-02-17 22:47:00
815,217,Laptop L257 Ultra,Laptop,3,"Dùng được, thời lượng pin tạm được, hướng dẫn sử dụng khó hiểu.",2025-03-12 16:53:00
937,359,Tablet T359,Máy tính bảng,3,"Ổn trong tầm giá, loa vừa phải.",2025-06-09 05:32:00
596,342,Điện thoại X172 Pro,Điện thoại,2,"Chưa hài lòng, sạc nhanh bình thường, đường may lỗi.",2025-01-07 17:07:00
377,259,Balo B949,Balo,3,"Mức trung bình, độ bền ổn, dễ sử dụng nhưng giá hơi cao.",2024-12-09 21:00:00
255,479,Sách S1079,Sách,4,"Trải nghiệm tốt, giấy in đáp ứng nhu cầu.",2024-11-03 06:33:00
114,233,Balo B923,Balo,5,"Đáng tiền, độ bền cực kỳ tốt, phụ kiện đầy đủ!",2024-09-21 14:39:00
14,265,Balo B955,Balo,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ bền tệ.",2024-10-10 21:44:00
72,172,Router R1412,Router,4,"Đáng mua, vùng phủ mượt, đóng gói cẩn thận.",2025-08-13 04:31:00
508,35,Đồng hồ S535,Đồng hồ thông minh,2,"Tạm ổn nhưng pin yếu, kết nối không ổn định.",2024-03-20 13:13:00
619,306,Laptop L266 Ultra,Laptop,3,"Không nổi bật, màn hình bình thường, phụ kiện đầy đủ.",2024-03-22 02:24:00
394,393,Tablet T333,Máy tính bảng,5,"Rất ưng ý, bút cảm ứng xuất sắc, giá hợp lý!",2024-08-01 19:30:00
399,156,Balo B916,Balo,4,"Trải nghiệm tốt, chất liệu đáp ứng nhu cầu.",2024-02-01 13:50:00
349,447,Sách S1047,Sách,4,"Trải nghiệm tốt, giấy in đáp ứng nhu cầu.",2024-02-20 13:59:00
495,37,Router R1437,Router,3,"Dùng được, vùng phủ tạm được, dịch vụ hậu mãi chưa tốt.",2024-02-25 00:15:00
929,265,Balo B955,Balo,3,"Dùng được, chất liệu tạm được, bị trầy nhẹ khi nhận.",2024-09-28 13:53:00
992,101,Đồng hồ S501,Đồng hồ thông minh,3,"Mức trung bình, theo dõi sức khỏe ổn, dịch vụ hỗ trợ tốt nhưng bị trầy nhẹ khi nhận.",2024-08-16 20:50:00
501,141,Máy ảnh C621,Máy ảnh,4,"Hài lòng, lấy nét tốt, giao hàng nhanh.",2025-09-05 10:03:00
52,325,Giày G805,Giày,5,"Tuyệt vời, độ bám vượt kỳ vọng, giá hợp lý!",2024-01-28 01:26:00
139,334,Màn hình M1134,Màn hình,5,"Tuyệt vời, độ phân giải vượt kỳ vọng, đóng gói cẩn thận!",2025-09-09 10:17:00
574,66,Áo thun Q766,Quần áo,5,"Đáng tiền, chất vải cực kỳ tốt, phụ kiện đầy đủ!",2025-04-22 02:26:00
553,182,Áo thun Q702,Quần áo,1,"Dùng 1 thời gian ngắn đã gặp lỗi, đường may tệ.",2025-01-09 16:43:00
407,176,Tablet T356,Máy tính bảng,2,"Chưa hài lòng, bút cảm ứng bình thường, pin tụt nhanh.",2025-05-03 12:28:00
469,189,Router R1429,Router,4,"Đáng mua, tốc độ mượt, đóng gói cẩn thận.",2025-09-08 06:31:00
552,165,Tai nghe A425,Tai nghe,4,"Trải nghiệm tốt, độ thoải mái đáp ứng nhu cầu.",2025-04-30 04:46:00
386,394,Áo thun Q734,Quần áo,3,"Ổn trong tầm giá, đường may vừa phải.",2024-03-09 13:25:00
429,392,Điện thoại X132 Pro,Điện thoại,3,"Dùng được, hiệu năng tạm được, giao hàng chậm.",2024-05-28 12:39:00
741,276,Bàn phím K1236,Bàn phím,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2025-01-31 17:42:00
741,210,Bàn phím K1230,Bàn phím,5,"Đáng tiền, hành trình phím cực kỳ tốt, dịch vụ hỗ trợ tốt!",2024-08-25 17:21:00
230,23,Sách S1023,Sách,4,"Hài lòng, nội dung tốt, dễ sử dụng.",2024-01-14 18:52:00
